,Date,European Union,California,Québec,Ontario,New Zealand,Kazakhstan,South Korea,Switzerland,RGGI,Nova Scotia,United Kingdom,China,Shenzhen,Shanghai,Beijing,Guangdong,Tianjin,Hubei,Chongqing,Fujian
3866,2015-01-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3867,2015-02-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3868,2015-03-08 00:00:00+00:00,8.833264762,,,,4.485920105,,8.728517677,,,,,,4.787574736,1.585897894,,2.585013567,,3.577566904,,
3869,2015-04-08 00:00:00+00:00,8.788708571,,,,4.55140799,,8.728517677,,,,,,5.476340775,1.665242317,6.617519393,2.610877116,,3.964694006,,
3870,2015-05-08 00:00:00+00:00,8.69959619,,,,4.55140799,,8.728517677,,,,,,5.021252429,1.665289845,,2.616731525,,3.425560796,,
3871,2015-06-08 00:00:00+00:00,8.733013333,,,,4.55140799,,8.728517677,,,,,,5.196025423,2.014090325,,2.61420127,,3.820387499,,
3872,2015-07-08 00:00:00+00:00,8.643900952,,,,4.55140799,,8.728517677,,,,,,5.359830277,2.156821136,,,3.377962514,4.039176738,,
3873,2015-08-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3874,2015-09-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3875,2015-10-08 00:00:00+00:00,8.788708571,,,,4.485920105,,8.728517677,,,,,,,2.362987862,6.641180651,,3.503901464,4.202629419,,
3876,2015-11-08 00:00:00+00:00,8.989211429,,,,4.453176162,,8.728517677,,,,,,,,,,3.499788307,4.11698564,,
3877,2015-12-08 00:00:00+00:00,9.089462857,,,,4.485920105,,8.728517677,,,,,,4.997685871,,,2.544907597,3.515029403,4.035466701,,
3878,2015-08-13 00:00:00+00:00,9.100601905,,,,4.518664047,,8.728517677,,,,,,5.207726073,,,2.616731525,,3.995933206,,
3879,2015-08-14 00:00:00+00:00,9.267687619,,,,4.531761624,,,,,,,,5.392396107,,6.610310767,2.616731525,,4.005001814,,
3880,2015-08-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3881,2015-08-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3882,2015-08-17 00:00:00+00:00,9.16743619,,,,4.518664047,,8.728517677,,,,,,,,,2.61666508,,3.79979782,,
3883,2015-08-18 00:00:00+00:00,9.178575238,12.52,12.52,,4.453176162,,8.728517677,,,,,,,,,2.493361183,,3.980603714,,
3884,2015-08-19 00:00:00+00:00,9.245409524,,,,4.518664047,,8.728517677,,,,,,4.996795167,,7.929489469,2.531155599,,3.980761789,,
3885,2015-08-20 00:00:00+00:00,9.323382857,,,,4.55140799,,8.728517677,,,,,,5.037994144,,6.660771154,2.60212712,,4.027131657,,
3886,2015-08-21 00:00:00+00:00,9.12288,,,,4.518664047,,8.728517677,,,,,,5.310090588,2.125103178,,2.772678151,,4.065184935,,
3887,2015-08-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3888,2015-08-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3889,2015-08-24 00:00:00+00:00,9.089462857,,,,4.42043222,,8.728517677,,,,,,4.454333516,,7.929489469,2.898002981,,3.822747932,,
3890,2015-08-25 00:00:00+00:00,9.156297143,,,,4.453176162,,8.728517677,,,,,,4.879685827,,9.515387363,2.632898445,,3.900523359,,
3891,2015-08-26 00:00:00+00:00,9.011489524,,,,4.42043222,,8.728517677,,,,,,5.236642326,,,2.541260104,,3.964744735,,
3892,2015-08-27 00:00:00+00:00,8.955794286,,,,4.42043222,,8.728517677,,,,,,5.164929021,,7.793555364,,,4.12112416,2.140962157,
3893,2015-08-28 00:00:00+00:00,9.000350476,,,,4.42043222,,8.728517677,,,,,,5.35476176,,,2.805453374,,3.872184895,,
3894,2015-08-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3895,2015-08-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3896,2015-08-31 00:00:00+00:00,8.955794286,,,,4.453176162,,8.728517677,,,,,,5.38003516,,,3.076641914,3.532191084,3.884314481,,
3897,2015-01-09 00:00:00+00:00,8.943281909,,,,4.338738282,,8.691543044,,,,,,5.323373815,,,2.826049583,3.50863775,3.884121874,,
3898,2015-02-09 00:00:00+00:00,9.077936091,,,,4.338738282,,8.691543044,,,,,,5.186407729,,,2.543444625,3.526418393,3.877239098,,
3899,2015-03-09 00:00:00+00:00,9.156484364,,,,4.30706866,,8.691543044,,,,,,,,,,,,,
3900,2015-04-09 00:00:00+00:00,9.066714909,,,,4.30706866,,8.691543044,,,,,,,,,,,,,
3901,2015-05-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3902,2015-06-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3903,2015-07-09 00:00:00+00:00,9.055493727,,,,4.338738282,,8.691543044,,,,,,5.170326091,,,2.47211357,3.541589637,3.861564885,,
3904,2015-08-09 00:00:00+00:00,9.223811455,,,,4.30706866,,8.691543044,,,,,,4.503294736,,,,3.525315698,3.862267763,,
3905,2015-09-09 00:00:00+00:00,9.268696182,,,,4.30706866,,8.691543044,,6.635914384,,,,4.176151631,,7.18378883,2.659120203,3.537608496,3.807598219,,
3906,2015-10-09 00:00:00+00:00,9.291138545,,,,4.288066886,,8.691543044,,,,,,4.454506662,,7.065123958,2.657735213,3.577046093,3.851951982,,
3907,2015-11-09 00:00:00+00:00,9.223811455,,,,4.275399037,,8.691543044,,,,,,5.000058808,,,2.90993831,3.611063356,3.80751051,,
3908,2015-12-09 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3909,2015-09-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3910,2015-09-14 00:00:00+00:00,9.212590273,,,,4.338738282,,8.691543044,,,,,,5.474195153,1.899733331,7.30062809,2.867630295,3.558729105,3.893668314,,
3911,2015-09-15 00:00:00+00:00,9.167705545,,,,4.275399037,,8.691543044,,,,,,5.323302948,,,3.081754823,3.600596506,3.770920706,,
3912,2015-09-16 00:00:00+00:00,9.223811455,,,,4.275399037,,8.691543044,,,,,,5.574933618,,,2.826049583,3.611063356,3.726034214,,
3913,2015-09-17 00:00:00+00:00,9.201369091,,,,4.256397264,,8.691543044,,,,,,5.55650988,,,,3.616109873,3.775441489,,
3914,2015-09-18 00:00:00+00:00,9.089157273,,,,4.243729415,,8.691543044,,,,,,5.30043575,,,2.543444625,3.629996041,3.733264361,,
3915,2015-09-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3916,2015-09-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3917,2015-09-21 00:00:00+00:00,8.954503091,,,,4.224727641,,8.691543044,,,,,,5.457693716,,6.751118448,2.433542697,3.627324356,3.696211733,,
3918,2015-09-22 00:00:00+00:00,8.976945455,,,,4.161388396,,8.691543044,,,,,,5.76212788,,,2.447183663,3.620876028,3.673770586,,
3919,2015-09-23 00:00:00+00:00,9.033051364,,,,4.148720547,,8.691543044,,,,,,5.336388717,,,2.590545451,3.628610723,3.654828218,,
3920,2015-09-24 00:00:00+00:00,8.965724273,,,,4.148720547,,8.691543044,,,,,,5.308374955,,,,3.618087164,3.638473067,,
3921,2015-09-25 00:00:00+00:00,8.954503091,,,,4.161388396,,8.691543044,,,,,,6.136251817,,,,3.621530206,3.764577342,,
3922,2015-09-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3923,2015-09-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3924,2015-09-28 00:00:00+00:00,8.853512455,,,,4.212059792,,,,,,,,6.650667398,,6.233009358,,3.62115639,3.66018564,,
3925,2015-09-29 00:00:00+00:00,8.909618364,,,,4.224727641,,,,,,,,4.959324511,,,,3.630919587,3.84854093,,
3926,2015-09-30 00:00:00+00:00,9.122820818,,,,4.275399037,,8.691543044,,,,,,6.338129053,,,,3.637753824,4.051550878,,
3927,2015-01-10 00:00:00+00:00,9.145364,,,,4.482091643,,8.997204752,,,,,,,,,,,,,
3928,2015-02-10 00:00:00+00:00,9.111658727,,,,4.50210098,,8.997204752,,,,,,,,,,,,,
3929,2015-03-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3930,2015-04-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3931,2015-05-10 00:00:00+00:00,9.190304364,,,,4.535449877,,8.997204752,,,,,,,,,,,,,
3932,2015-06-10 00:00:00+00:00,9.201539455,,,,4.50210098,,8.997204752,,,,,,,,,,,,,
3933,2015-07-10 00:00:00+00:00,9.089188545,,,,4.50210098,,9.870719776,,,,,,,,,,,,,
3934,2015-08-10 00:00:00+00:00,9.111658727,,,,4.488761422,,9.870719776,,,,,,6.450608547,,,,3.717909521,3.768983727,,
3935,2015-09-10 00:00:00+00:00,9.347595636,,,,4.535449877,,,,,,,,,,6.471760945,,3.723080686,3.628024827,,
3936,2015-10-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3937,2015-11-10 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3938,2015-12-10 00:00:00+00:00,9.313890364,,,,4.548789435,,9.870719776,,,,,,6.520606757,,,,3.776144336,3.675791025,,
3939,2015-10-13 00:00:00+00:00,9.358830727,,,,4.602147669,,9.870719776,,,,,,6.615143363,,,2.516904546,3.780081921,3.665842924,,
3940,2015-10-14 00:00:00+00:00,9.459946545,,,,4.602147669,,9.870719776,,,,,,5.827355458,,6.772646776,,3.792332187,3.65083112,,
3941,2015-10-15 00:00:00+00:00,9.459946545,,,,4.602147669,,9.870719776,,,,,,5.99881446,,,2.441302908,3.767831656,3.64021217,,
3942,2015-10-16 00:00:00+00:00,9.415006182,,,,4.602147669,,9.870719776,,,,,,6.552495805,,,2.404667464,3.78303511,3.651634693,1.638035499,
3943,2015-10-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3944,2015-10-18 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3945,2015-10-19 00:00:00+00:00,9.370065818,,,,4.602147669,,9.870719776,,,,,,6.353190317,,,2.362551201,3.787957092,3.639355761,,
3946,2015-10-20 00:00:00+00:00,9.482416727,,,,4.635496565,,9.870719776,,,,,,6.124487601,1.968792667,,,3.790910281,3.638083099,,
3947,2015-10-21 00:00:00+00:00,9.471181636,,,,4.702194357,,9.870719776,,,,,,6.501957941,1.968792667,,2.362551201,3.780081921,3.64620402,,
3948,2015-10-22 00:00:00+00:00,9.516122,,,,4.735543254,,9.870719776,,,,,,6.323208826,,7.143154806,2.362658824,3.787957092,3.658879785,,
3949,2015-10-23 00:00:00+00:00,9.662178182,,,,4.702194357,,9.870719776,,,,,,6.341297405,,,2.362205462,3.789532126,3.648493108,,
3950,2015-10-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3951,2015-10-25 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3952,2015-10-26 00:00:00+00:00,9.707118545,,,,,,9.870719776,,,,,,6.245430285,,,2.441302908,3.793582214,3.638921641,,
3953,2015-10-27 00:00:00+00:00,9.650943091,,,,4.668845461,,9.870719776,,,,,,6.537437605,,,2.36235596,3.795832263,3.64247122,,
3954,2015-10-28 00:00:00+00:00,9.617237818,,,,4.668845461,,9.870719776,,,,,,6.743456172,,,2.360914965,3.666329456,3.558724237,,
3955,2015-10-29 00:00:00+00:00,9.718353636,,,,4.602147669,,9.870719776,,,,,,6.339822587,,,,3.62957866,3.638980699,,
3956,2015-10-30 00:00:00+00:00,9.707118545,,,,4.702194357,,9.870719776,,,,,,6.32177338,,6.945900531,,3.60007802,3.6204084,,
3957,2015-10-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3958,2015-01-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3959,2015-02-11 00:00:00+00:00,9.211488,,,,4.642763331,,9.797546278,,,,,,6.611210729,,,2.353809041,3.579947662,3.548405372,,
3960,2015-03-11 00:00:00+00:00,9.061184,,,,4.76096664,,9.797546278,,,,,,6.257569063,3.535427464,,2.474514814,3.575832349,3.413808338,,
3961,2015-04-11 00:00:00+00:00,8.996768,,,,4.806934594,,9.797546278,,,,,,6.223257988,,,2.349904357,,3.331374337,,
3962,2015-05-11 00:00:00+00:00,9.07192,,,,4.741266089,,9.797546278,,,,,,5.907447321,,6.756594709,2.586361603,3.737077771,3.424831783,,
3963,2015-06-11 00:00:00+00:00,9.007504,,,,4.793800893,,9.797546278,,,,,,6.260277092,,6.44233449,2.426239643,3.620866961,3.304688676,,
3964,2015-07-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3965,2015-08-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3966,2015-09-11 00:00:00+00:00,8.932352,,,,4.728132388,,9.970954177,,,,,,6.42067967,,6.285204381,2.356951643,3.610064266,3.259417448,,
3967,2015-10-11 00:00:00+00:00,9.039712,,,,4.728132388,,9.970954177,10.97037815,,,,,6.294079887,,,2.356951643,3.616237235,3.146569337,,
3968,2015-11-11 00:00:00+00:00,9.050448,,,,4.892303651,,9.970954177,,,,,,6.28878389,,,2.402810883,3.602207761,3.221407654,,
3969,2015-12-11 00:00:00+00:00,8.975296,,,,4.925137904,,9.970954177,,,,,,6.343559419,,,2.342213922,3.577328827,3.54328397,,
3970,2015-11-13 00:00:00+00:00,8.996768,,,,4.925137904,,9.970954177,,,,,,6.274084966,,,,,3.645541985,,
3971,2015-11-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3972,2015-11-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3973,2015-11-16 00:00:00+00:00,9.1256,,,,4.905437352,,9.970954177,,,,,,6.325401216,,,,3.591994304,3.629991221,,
3974,2015-11-17 00:00:00+00:00,9.211488,12.73,12.73,,4.892303651,,9.970954177,,,,,,6.371778623,,,,3.606136013,3.621595134,,
3975,2015-11-18 00:00:00+00:00,9.211488,,,,5.023640662,,9.970954177,,,,,,6.567914389,,,,3.618481951,3.61556382,,
3976,2015-11-19 00:00:00+00:00,9.254432,,,,5.056474915,,9.970954177,,,,,,5.947938134,,6.5994646,,3.610849917,3.617852292,1.960983767,
3977,2015-11-20 00:00:00+00:00,9.136336,,,,5.056474915,,9.970954177,,,,,,6.015213329,,,2.307848484,,3.615650737,,
3978,2015-11-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3979,2015-11-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3980,2015-11-23 00:00:00+00:00,9.190016,,,,5.154977673,,9.970954177,,,,,,6.118703781,,,2.349095137,3.602207761,3.632318275,1.957841165,
3981,2015-11-24 00:00:00+00:00,9.28664,,,,5.154977673,,9.970954177,,,,,,6.010259364,,,2.355904109,3.609278616,3.634414397,1.957841165,
3982,2015-11-25 00:00:00+00:00,9.254432,,,,5.253480431,,9.970954177,,,,,,6.067069007,,,2.404090676,3.603517178,3.69333323,,
3983,2015-11-26 00:00:00+00:00,9.211488,,,,5.404517993,,9.970954177,,,,,,6.262811516,,6.520899545,2.356951643,3.596034792,3.645418541,,
3984,2015-11-27 00:00:00+00:00,9.190016,,,,5.463619648,,9.970954177,,,,,,6.151786979,3.189741223,5.27957168,2.356951643,,3.631261274,,
3985,2015-11-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3986,2015-11-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3987,2015-11-30 00:00:00+00:00,9.211488,,,,5.4833202,,9.970954177,,,,,,6.337972668,2.875481004,,2.356951643,3.603517178,3.631336125,1.964126369,
3988,2015-01-12 00:00:00+00:00,9.299990455,,,,5.692919221,,9.802250256,,,,,,6.565141989,2.557069134,,2.37110047,3.554436792,3.572232433,1.937173586,
3989,2015-02-12 00:00:00+00:00,9.234727364,,,,5.726605134,,9.802250256,,8.267335196,,,,6.316335057,2.262533527,6.198955476,2.324608304,3.542260272,3.565949138,,
3990,2015-03-12 00:00:00+00:00,9.332622,,,,5.793976959,,9.802250256,,,,,,6.333582688,2.076650084,,,3.547352271,3.572016071,,
3991,2015-04-12 00:00:00+00:00,9.267358909,,,,5.760291046,,9.802250256,,,,,,6.335095597,1.875184031,,,3.53672549,3.437243515,,
3992,2015-05-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3993,2015-06-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
3994,2015-07-12 00:00:00+00:00,9.158587091,,,,5.827662871,,9.887487214,,,,,,6.325852043,1.689215367,5.2071226,,3.543736214,3.486912455,,
3995,2015-08-12 00:00:00+00:00,9.158587091,,,,5.861348784,,9.887487214,,,,,,6.46452582,1.859686643,6.043981589,,3.541153316,3.561954238,,
3996,2015-09-12 00:00:00+00:00,9.136832727,,,,5.861348784,,9.887487214,,,,,,6.576729425,1.676300877,,,3.543736214,3.55854063,,
3997,2015-10-12 00:00:00+00:00,9.093324,,,,5.948932157,,9.887487214,,,,,,6.164127198,1.828691865,,,3.541153316,3.587602588,,
3998,2015-11-12 00:00:00+00:00,8.777885727,,,,5.996092434,,9.887487214,,,,,,6.03199458,,,2.355603081,3.537832447,3.557574104,,
3999,2015-12-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4000,2015-12-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4001,2015-12-14 00:00:00+00:00,8.799640091,,,,6.198207909,,9.887487214,,,,,,6.276984942,,,,3.543736214,3.553550484,,
4002,2015-12-15 00:00:00+00:00,8.908411909,,,,6.231893822,,9.887487214,,,,,,6.067710352,,,,3.543367228,3.563888789,,
4003,2015-12-16 00:00:00+00:00,8.832271636,,,,6.231893822,,9.887487214,,,,,,6.143804721,1.643279994,6.018152608,,3.536504099,3.533404621,,
4004,2015-12-17 00:00:00+00:00,8.777885727,,,,6.198207909,,9.887487214,,,,,,6.059726026,1.552977037,,2.169634417,3.530821723,3.498109627,,
4005,2015-12-18 00:00:00+00:00,8.777885727,,,,6.198207909,,9.887487214,,,,,,6.081607616,1.549738869,,2.340105692,3.538939403,3.493845385,2.01466053,
4006,2015-12-19 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4007,2015-12-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4008,2015-12-21 00:00:00+00:00,8.897534727,,,,6.400323385,,9.972724173,,,,,,6.169606986,1.627225812,5.424086042,,3.543090489,3.473688596,,
4009,2015-12-22 00:00:00+00:00,8.973675,,,,6.366637472,,9.972724173,,,,,,6.153002899,1.65822059,5.501572985,,3.541153316,3.502461591,,
4010,2015-12-23 00:00:00+00:00,8.941043455,,,,6.366637472,,10.22843505,,,,,,6.218793552,1.689215367,,2.394658185,,3.531172915,,
4011,2015-12-24 00:00:00+00:00,,,,,6.400323385,,10.22843505,,,,,,5.975843237,,5.794860507,2.442885264,3.535987519,3.534652576,,
4012,2015-12-25 00:00:00+00:00,,,,,,,,,,,,,6.100127505,1.549937147,,2.510576968,,3.543247993,,
4013,2015-12-26 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4014,2015-12-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4015,2015-12-28 00:00:00+00:00,9.049815273,,,,,,10.22843505,,,,,,5.807738962,,5.734033815,2.619058689,3.53469607,3.579912947,,
4016,2015-12-29 00:00:00+00:00,8.995429364,,,,6.33295156,,10.22843505,,,,,,6.30252357,1.828691865,,2.696545632,,3.568706296,,
4017,2015-12-30 00:00:00+00:00,8.941043455,,,,6.33295156,,10.22843505,,,,,,6.202848503,,5.858012925,2.920514085,3.536504099,3.449788776,,
4018,2015-12-31 00:00:00+00:00,,,,,6.366637472,,,,,,,,6.062972237,,6.279252827,2.810353948,,3.780740918,,
4019,2016-01-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4020,2016-02-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4021,2016-03-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4022,2016-04-01 00:00:00+00:00,8.74201825,,,,,,9.968516103,,,,,,6.997089417,1.612403498,,,3.471991494,3.54914302,,
4023,2016-05-01 00:00:00+00:00,8.68772,,,,6.194170959,,9.968516103,,,,,,6.046682132,1.652967108,6.799475128,,,3.622624458,,
4024,2016-06-01 00:00:00+00:00,8.4270884,,,,6.259372759,,9.968516103,,,,,,4.726604014,1.597192144,,,3.469275181,3.211724479,,
4025,2016-07-01 00:00:00+00:00,8.17731645,,,,6.324574558,,9.968516103,,,,,,6.858118957,,8.153285612,2.806494768,,3.529630451,,
4026,2016-08-01 00:00:00+00:00,8.0578603,,,,6.389776358,,9.968516103,,,,,,6.488555057,,,,,3.498079923,,
4027,2016-09-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4028,2016-10-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4029,2016-11-01 00:00:00+00:00,7.7537901,,,,6.389776358,,9.968516103,,,,,,6.812151256,,,,3.463842555,3.448107194,,
4030,2016-12-01 00:00:00+00:00,7.7103515,,,,6.422377258,,9.968516103,,,,,,6.147806096,1.718882974,,,,3.478700272,,
4031,2016-01-13 00:00:00+00:00,7.87324625,,,,6.357175458,,9.968516103,,,,,,6.845109189,,,,,3.458898703,,
4032,2016-01-14 00:00:00+00:00,7.6886322,,,,6.357175458,,9.968516103,,,,,,6.108200267,,6.645398835,,,3.473153598,,
4033,2016-01-15 00:00:00+00:00,7.2542462,,,,6.344135098,,10.46694191,,,,,,6.791869451,1.551558083,5.323973814,,,3.42889594,,
4034,2016-01-16 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4035,2016-01-17 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4036,2016-01-18 00:00:00+00:00,7.28682515,,,,6.344135098,,10.46694191,,,,,,6.834968287,,5.740632634,,,3.489020568,,
4037,2016-01-19 00:00:00+00:00,7.39542165,,,,6.291973658,,10.46694191,,,,,,6.807080805,,,,,3.471049273,,
4038,2016-01-20 00:00:00+00:00,6.85243915,,,,6.259372759,,10.46694191,,,,,,6.161932882,,,,3.468188656,3.464362608,,
4039,2016-01-21 00:00:00+00:00,6.7112637,,,,6.259372759,,10.46694191,,,,,,6.769052421,,6.156630091,,,3.433327622,,
4040,2016-01-22 00:00:00+00:00,6.85243915,,,,6.226771859,,10.46694191,,,,,,6.148640038,1.414655899,,2.555507431,,3.459677639,,
4041,2016-01-23 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4042,2016-01-24 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4043,2016-01-25 00:00:00+00:00,6.3854742,,,,,,10.55001288,,,,,,6.150154655,1.369021838,4.928478616,,,3.229562884,,
4044,2016-01-26 00:00:00+00:00,6.5809479,,,,6.226771859,,10.55001288,,,,,,6.139734139,1.399444545,5.91721661,2.474315766,,3.421558218,,
4045,2016-01-27 00:00:00+00:00,6.39633385,,,,6.207211319,,10.55001288,,,,,,5.533117779,1.399444545,,2.466644498,,3.366610616,,
4046,2016-01-28 00:00:00+00:00,6.57008825,,,,6.207211319,,10.55001288,,,,,,6.554036779,,,2.313646906,,3.399815683,,
4047,2016-01-29 00:00:00+00:00,6.54836895,,,,6.207211319,,10.55001288,,,,,,6.026108661,,,2.282614063,,3.376920533,,
4048,2016-01-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4049,2016-01-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4050,2016-01-02 00:00:00+00:00,6.300796952,,,,,,10.40599779,,,,,,7.53117146,,6.266753366,,,3.428666949,,
4051,2016-02-02 00:00:00+00:00,6.422819429,,,,6.268240913,,10.40599779,,,,,,6.194670646,1.528137598,,,,3.547479012,,
4052,2016-03-02 00:00:00+00:00,6.223146286,,,,6.268240913,,10.40599779,,,,,,7.335060468,1.680951357,,,,3.562422105,,
4053,2016-04-02 00:00:00+00:00,6.212053333,,,,6.268240913,,10.40599779,,,,,,,,,,,3.553405182,,
4054,2016-05-02 00:00:00+00:00,6.145495619,,,,6.281507031,,10.48793478,,,,,,,1.680951357,5.01229132,,,3.590436985,,
4055,2016-06-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4056,2016-07-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4057,2016-08-02 00:00:00+00:00,5.801614095,,,,,,,,,,,,,,,,,,,
4058,2016-09-02 00:00:00+00:00,5.479918476,,,,6.168745025,,,,,,,,,,,,,,,
4059,2016-10-02 00:00:00+00:00,5.40226781,,,,6.168745025,,,,,,,,,,,,,,,
4060,2016-11-02 00:00:00+00:00,5.235873524,,,,6.148845848,,10.48793478,,,,,,,,,,,,,
4061,2016-12-02 00:00:00+00:00,5.601940952,,,,6.148845848,,10.48793478,,,,,,,,,,,,,
4062,2016-02-13 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4063,2016-02-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4064,2016-02-15 00:00:00+00:00,5.324617143,,,,6.148845848,,10.48793478,,,,,,,,5.960341834,2.521427036,,3.521694713,,
4065,2016-02-16 00:00:00+00:00,5.191501714,,,,6.201910321,,10.48793478,,,,,,6.601554422,,,,,3.591123354,,
4066,2016-02-17 00:00:00+00:00,5.63521981,12.73,12.73,,6.069249138,,10.48793478,,,,,,7.261709864,,7.136402581,,,3.575798708,,
4067,2016-02-18 00:00:00+00:00,5.812707048,,,,6.102414434,,10.48793478,,,,,,6.537574419,,,,,3.587241325,,
4068,2016-02-19 00:00:00+00:00,5.712870476,,,,6.135579729,,10.73374575,,,,,,7.639247415,,5.715234615,,,3.584355888,,
4069,2016-02-20 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4070,2016-02-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4071,2016-02-22 00:00:00+00:00,5.979101333,,,,6.135579729,,11.79892663,,,,,,6.175204032,,5.715234615,,,3.613033638,,
4072,2016-02-23 00:00:00+00:00,5.413360762,,,,6.168745025,,12.94604449,,,,,,5.621914516,,,,,3.56724342,,
4073,2016-02-24 00:00:00+00:00,5.391174857,,,,6.148845848,,13.10991847,,,,,,6.11635321,1.512856222,,2.503089385,,3.556067846,,
4074,2016-02-25 00:00:00+00:00,5.601940952,,,,6.182011144,,13.10991847,,,,,,7.105839829,1.480571624,5.715234615,2.254002956,,3.567329429,,
4075,2016-02-26 00:00:00+00:00,5.524290286,,,,6.301406209,,13.10991847,,,,,,6.397966004,,5.142183016,,3.513761388,3.567520437,,
4076,2016-02-27 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4077,2016-02-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4078,2016-02-29 00:00:00+00:00,5.524290286,,,,6.3677368,,13.10991847,,,,,,6.800212309,1.497574846,5.806922871,2.438937278,3.519300887,3.59417963,,
4079,2016-01-03 00:00:00+00:00,5.516534333,,,,6.578238621,,,,,,,,6.155444869,,5.11537905,,3.547411932,3.495168962,,
4080,2016-02-03 00:00:00+00:00,5.494335,,,,6.63210342,,13.53466142,,,,,,6.328342811,1.388782769,5.003088789,2.206823192,3.552534548,3.493065923,,
4081,2016-03-03 00:00:00+00:00,5.405537667,,,,6.766765419,,13.53466142,,,,,,6.528795907,,5.993461314,,3.548436455,3.437663692,,
4082,2016-04-03 00:00:00+00:00,5.438836667,,,,6.766765419,,13.53466142,,,,,,6.080262961,,5.322662604,,,3.379597679,,
4083,2016-05-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4084,2016-06-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,
4085,2016-07-03 00:00:00+00:00,5.638630667,,,,6.733099919,,14.21139449,,,,,,6.090731184,1.311488789,,,,3.401724914,,
4086,2016-08-03 00:00:00+00:00,5.549833333,,,,6.867761918,,14.21139449,9.155281536,,,,,6.590886464,1.306519141,6.377657552,,3.542289315,3.358634027,,
